text,label
Why hasn't my payment gone through yet?,pending_card_payment
Why is a transfer I have still pending?,pending_transfer
I need to change my account details,edit_personal_details
Why do my transfers keep failing?,failed_transfer
How can I get a physical card,order_physical_card
"I no longer have my phone with the app, what should I do?",lost_or_stolen_phone
MY transfer has still not appeared.,balance_not_updated_after_bank_transfer
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted
Is there any fees associated with receiving money with this account?,top_up_by_bank_transfer_charge
Why am I unable to withdrawal cash?,declined_cash_withdrawal
I used my card to make a payment and wondered why the payment was reverted?,reverted_card_payment?
Change my pin?,change_pin
How is my money transferred to the account,transfer_into_account
Can you tell me the ATMs I can use with my card?,atm_support
I still haven't received my card in the mail,card_arrival
I am not happy with your company. Please delete my account asap.,terminate_account
How do I link a card that I already have?,card_linking
What is the refund policy?,request_refund
A direct debit payment that I didn't authorise shows up in my app.,direct_debit_payment_not_recognised
I am still waiting for a transfer to show up,pending_transfer
I couldnt get cash in an ATM,declined_cash_withdrawal
Why have I been charged a fee for cash withdrawal?,cash_withdrawal_charge
How can I exchange currencies in the app?,exchange_via_app
When will my funds transfer?,transfer_not_received_by_recipient
I attempted to enter my pin to many times.,pin_blocked
I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient
is it possible to top-up with google pay.,apple_pay_or_google_pay
"Hi! I was wondering if you can help me. I used the city centre ATM to get some cash, but the machine declined my card. My account shows that transaction is still pending. I didn't receive the money, so please cancel that transaction.",pending_cash_withdrawal
How do I open up an account for my child?,age_limit
I can't use the app because I got mugged yesterday and they took everything. Please help.,lost_or_stolen_phone
How can i reset my passcode ?,passcode_forgotten
I'm at an ATM and withdrew 30 pounds and was only given 10. What should I do?,wrong_amount_of_cash_received
Are your cards supported in the EU?,country_support
How much does each transfer cost?,top_up_by_bank_transfer_charge
How do I add the card I just received to show up in the app?,card_linking
Help!  The atm won't give me my card back.,card_swallowed
Why do I have to give you all of my identification details?,why_verify_identity
I transferred some money but it is not here yet,transfer_not_received_by_recipient
Seems like my transfer was declined how come?,declined_transfer
Why was my transfer stopped ?,beneficiary_not_allowed
The app doesn't think that I am myself,unable_to_verify_identity
"There was a transaction from two weeks ago from a business that I don't know. I'm fairly certain it wasn't me who made it, but is it an option to trace it to confirm?",direct_debit_payment_not_recognised
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
My credit card was declined.,declined_card_payment
I made a payment but the app gave the money back.,reverted_card_payment?
A payment shows up on the app that I never made.,card_payment_not_recognised
Which ATMs accept Mastercard?,atm_support
There is a card payment I do not recognise.,card_payment_not_recognised
Can I top up using my cheque?,top_up_by_cash_or_cheque
Can I get a Visa or does it have to be something else.,visa_or_mastercard
How can I put more money into my account?,top_up_by_cash_or_cheque
What can I do if contactless doesn't work?,contactless_not_working
Tell me how a top up would be reverted.,top_up_reverted
"My card payment reverted back, I think.",reverted_card_payment?
How recent do my documents need to be for verification?,verify_my_identity
Will I always be charged a fee for using my card?,card_payment_fee_charged
When do i get charged a fee for using the card?,card_payment_fee_charged
How can I top up by card?,topping_up_by_card
How do I get extra cards?,getting_spare_card
Money transfer help? How long?,transfer_timing
"For physical cards, do you charge?",order_physical_card
my phone was lost,lost_or_stolen_phone
Why should I have to prove my identity?,why_verify_identity
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
Can I add money to my account with cash?,top_up_by_cash_or_cheque
"Fix your system. I can't make transfers, I've tried like 5 times already.",failed_transfer
I don't have my passcode to access the app.,passcode_forgotten
"After I attempted a transfer, it failed.",failed_transfer
Are there limits to businesses that will accept this card?,card_acceptance
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up
Can I make an account for my kids?,age_limit
Why is my card payment showing as pending?,pending_card_payment
How many disposable cards can I make in a single day?,disposable_card_limits
Why is top up not working for my apple pay app,apple_pay_or_google_pay
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get my money back. Please it's urgent.,request_refund
How long will a transfer from China take? I need to transfer something from there.,transfer_timing
How do I verify my top up?,verify_top_up
"My account is blocked, how do I log in now",pin_blocked
My salary is deposited in GBP. Do I need to choose the currency?,receiving_money
I checked the exchange rate when I withdrew cash. But the actual rate that you applied was different.,wrong_exchange_rate_for_cash_withdrawal
On my last transaction it seem that my top-up was not successful.,top_up_reverted
My transfer failed,failed_transfer
"I tried to withdraw cash, but got declined!",declined_cash_withdrawal
I visited the ATM but got less money than what I requested. Why?,wrong_amount_of_cash_received
Does the card you sent have a tracking number?,card_arrival
How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,cancel_transfer
A percentage fee was charged to my withdrawal.,cash_withdrawal_charge
Why is there a direct debit payment on my statement that I didn't do?,direct_debit_payment_not_recognised
Why is a transaction showing as pending when I recieved cash from an ATM?,pending_cash_withdrawal
what is this charge on my card?,direct_debit_payment_not_recognised
how come my transfer didn't work,failed_transfer
What documents do you need to verify my identity?,verify_my_identity
Why did I get a fee?,cash_withdrawal_charge
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,pending_top_up
How do I dispute a direct debit on my account?,direct_debit_payment_not_recognised
I am highly unsatisfied with this company and want to delete my account!,terminate_account
What cards to do you support to top up.,supported_cards_and_currencies
I have a new email.,edit_personal_details
How do my friends top up my account,topping_up_by_card
What's going on? My card wont accept any transactions.,card_not_working
Can i cancel a charge?,cancel_transfer
how do I find the code to verify the top up card?,verify_top_up
Why did the ATM give me less money than what I requested?,wrong_amount_of_cash_received
I can't log in,passcode_forgotten
My card payment has been pending for a long time now. Why is it taking so long to take. It should have already made it through.,pending_card_payment
Is the ATM broken? I can't get cash from it.,declined_cash_withdrawal
I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,card_payment_wrong_exchange_rate
How long will this card payment stay pending?,pending_card_payment
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",card_swallowed
The funds I transferred are not in my account,balance_not_updated_after_bank_transfer
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,declined_card_payment
Can I cancel an order if I haven't received the item yet? And how can I get my money back? Please help. Thanks.,request_refund
Is there a charge for exchanging foreign currencies?,exchange_charge
How do I change my address ?,edit_personal_details
Please list what fiat currencies are supported for both holding and exchanging.,fiat_currency_support
Should i reinstall the payment app?,contactless_not_working
I need a transaction reversed from my account.,transaction_charged_twice
How come my transfer got declined,declined_transfer
What types of fiduciary currencies are supported for tenure and exchange?,fiat_currency_support
Can you tell me why I was charged extra when I withdrew money?,cash_withdrawal_charge
"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card
What do I need to do to transfer my paycheck to my account?,receiving_money
"I would like to use the bank transfer feature, but I can't find it. Can you please give me the details?",transfer_into_account
So I just put my top-up into the card and it hasn't changed.,pending_top_up
I was at an ATM and it swallowed my card.,card_swallowed
Can I get my paycheck through here?,receiving_money
How long will my transfer be pending?,pending_transfer
My phone has been lost or stolen,lost_or_stolen_phone
How can I exchange GBP for AUD?,exchange_via_app
How long is my Europe transfer wait?,transfer_timing
I don't know my password anymore.,passcode_forgotten
Can I activate a card in the app?,card_linking
I don't think my transfer wen through. Why?,failed_transfer
Can you help me figure out what is going on with a debit payment that is showing up on my account I am not sure is suppose to be there.,direct_debit_payment_not_recognised
How long does a transfer transaction take?,transfer_timing
Can I have my card activated?,activate_my_card
I just deposited cash to my account and can't find it!,balance_not_updated_after_cheque_or_cash_deposit
Is there a charge or discount if I use a European bank in a top up?,top_up_by_card_charge
What kind of fee is there to top-up my account?,top_up_by_bank_transfer_charge
Why was I not allowed to do a transfer to a beneficiary?,beneficiary_not_allowed
why do I have a pending payment?,pending_card_payment
"My card is stuck in the ATM, what can I do?",card_swallowed
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",direct_debit_payment_not_recognised
"I get paid in GBP. Should I configure this and if so, where?",receiving_money
Is there a verification code for top-ups?,verify_top_up
I just initiated a transfer but I'd like to cancel it.,cancel_transfer
I just received my card and I'd like to activate it.,activate_my_card
I can't do any business with this virtual card.,virtual_card_not_working
What do I need to do for a PIN?,get_physical_card
When I made a cash transfer abroad the wrong exchange rate was applied,wrong_exchange_rate_for_cash_withdrawal
I'm not verifying my identity.,why_verify_identity
I just got $20 when I tried to get $100,wrong_amount_of_cash_received
How do I use the app to exchange currencies?,exchange_via_app
After I transferred money the balance remained the same.,balance_not_updated_after_bank_transfer
How do I add a card on to the app?,card_linking
Is there anyway to bypass identity verification?,why_verify_identity
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
How do I get the Top Up feature on my apple watch working?,apple_pay_or_google_pay
How long does a transfer from the United Kingdom take? I haven't seen it show up yet in my bank account and want to make sure I get the transfer.,balance_not_updated_after_bank_transfer
How long is the transfer?,transfer_timing
Why did withdrawing money cost me extra?,cash_withdrawal_charge
"I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?",reverted_card_payment?
The transfer I tried to make failed.,failed_transfer
Is it free to send out more cards?,getting_spare_card
I need to get some Euros for my holiday. Am I able to exchange some of my money?,exchange_via_app
What are the exchange rates you assign?,exchange_rate
Is GBP a supported currency?,receiving_money
How many disposable cards can I own?,disposable_card_limits
Is it a good time to exchange?,exchange_rate
What is maximum top up?,top_up_limits
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,failed_transfer
Does my account have the option to hold multiple currencies?,fiat_currency_support
I added money to the card but the transaction didn't go through,pending_top_up
Do you support fiat currencies?,fiat_currency_support
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",declined_cash_withdrawal
Will money be added automatically when necessary?,automatic_top_up
Do you charge for physical cards,order_physical_card
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",transfer_fee_charged
Can the card was sen to me be tracked?,card_arrival
How many payments can I make using a virtual card?,disposable_card_limits
How much transactions do I get with a disposable card?,disposable_card_limits
"The ATM would not give me cash,why?",declined_cash_withdrawal
How to receive virtual card?,getting_virtual_card
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,top_up_failed
A payment in my account was made by someone I don't know,card_payment_not_recognised
The card got declined twice when I tried to use it to buy something online yesterday.,declined_transfer
What fees do you charge for the standard card?,order_physical_card
which identity details are required,why_verify_identity
How long does it take for money to reach my account?,balance_not_updated_after_bank_transfer
"I need a disposable virtual card, how do I get one?",get_disposable_virtual_card
My identity can't be verified for some reason,unable_to_verify_identity
"Hello, I found the card I misplaced and I need to reactive it, how do I do that?",card_linking
Is a SWIFT transfer acceptable?,top_up_by_bank_transfer_charge
Will you accept my other card?,supported_cards_and_currencies
Can I use my apple watch to top up?,apple_pay_or_google_pay
I believe my card has been compromised as there's a cash withdrawal I don't recognize.,cash_withdrawal_not_recognised
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
When my card expires what happens to my account?,card_about_to_expire
How do I deposit cash into my account?,top_up_by_cash_or_cheque
can i do a transfer with swift,top_up_by_bank_transfer_charge
Hello. Can you help figure out why the recent transfer from my UK bank account isn't showing up?,balance_not_updated_after_bank_transfer
"If my card is about to expire, do I need to order a new one?",card_about_to_expire
How do I go about changing my PIN?,change_pin
How long does a payment show as pending before i should worry about it?,pending_card_payment
"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",cash_withdrawal_not_recognised
"I see in the app some cash was withdrawn, but it's not mine.",cash_withdrawal_not_recognised
My account did not allow the transfer.,beneficiary_not_allowed
May I get my salary paid out in a different currency?,receiving_money
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",card_payment_fee_charged
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,top_up_reverted
Can you help me with proving my identity?,unable_to_verify_identity
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient
Why didn't the ATM give me my money?,declined_cash_withdrawal
How would I use a disposable card?,get_disposable_virtual_card
Where do I order a virtual card?,getting_virtual_card
i have been trying to top up my account with a check but it won't work,top_up_by_cash_or_cheque
Is there a fee to order a physical card?,order_physical_card
Money is not in recipients account.,transfer_not_received_by_recipient
Is my daughter eligible to open an account?,age_limit
Can an apple watch be used to tup-up?,apple_pay_or_google_pay
"I transferred some money recently and saw a fee on my account, what's that for?",transfer_fee_charged
Will I be able to track the card that was sent to me?,card_arrival
What will I be charged for a physical card?,order_physical_card
I'm attempting to top-up my account but it has been pending for an hour.,pending_top_up
I need my card quickly,card_delivery_estimate
I need help getting the virtual card to work.,virtual_card_not_working
The cash withdrawal I took seems to be off. The exchange rate is wrong.,wrong_exchange_rate_for_cash_withdrawal
How can I revert a transaction from this morning?,cancel_transfer
"My Netflix subscription says that there is an issue with my card information, but I thought everything was fine. Why would it be declined?",card_not_working
"I want to know which currencies and cards are supported, can you provide a list?",supported_cards_and_currencies
What do I do if I lost my phone?,lost_or_stolen_phone
"Show me how to link the new card,",card_linking
How long until my friend receives my transaction?,transfer_not_received_by_recipient
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
There's a payment with my card that I didn't perform. I don't know that name shown.,card_payment_not_recognised
how long does delivery take?,card_delivery_estimate
Can i receive transfers from my employer to this account?,receiving_money
"what is going on, i have entered my passcode and its not working",passcode_forgotten
Please let me know how to place an order for a virtual card,getting_virtual_card
Is there a location near me that i can change my PIN?,change_pin
What's the top up limit?,top_up_limits
Can I have a refund for one of your products?,request_refund
Do you know why my card payment did not work?,declined_card_payment
"My marital status has change, I got to correct my name to reflect that.",edit_personal_details
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted
How old do my children need to be to open an account?,age_limit
Why won't my transfer go through?,failed_transfer
I need some spare physical cards.,getting_spare_card
When will my cheque process?,balance_not_updated_after_cheque_or_cash_deposit
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",wrong_exchange_rate_for_cash_withdrawal
Can I change my PIN?,change_pin
Is it possible to edit my personal details on the app?,edit_personal_details
"I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it.",declined_cash_withdrawal
I need to know the process to transfer money into my account.,transfer_into_account
How many different cards can I have for my account?,getting_spare_card
I've got to have one of those virtual cards.,getting_virtual_card
Do all ATMs take this card?,atm_support
Is the exchange rate the same on weekends as the weekdays?,exchange_rate
Why was my top up reverted?,top_up_reverted
Can I choose my Visa or Mastercard?,visa_or_mastercard
I was told I would be getting a refund but I have yet to see it,Refund_not_showing_up
I need to verify my identity. How do I do that?,verify_my_identity
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",wrong_exchange_rate_for_cash_withdrawal
I have a duplicate payment on my card.,transaction_charged_twice
How can I find out where my contactless works?,contactless_not_working
What are the fees for using a European bank card?,top_up_by_card_charge
How do I revert a transaction?,cancel_transfer
My phone was stolen so I no longer have access to the app.,lost_or_stolen_phone
Is there a charge for using transfers for top ups?,top_up_by_bank_transfer_charge
I see some transactions that I don't recognize.  I think someone stole my details.,compromised_card
The app denied my top-up,top_up_failed
Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient
What is the estimated wait time for transfers from the US?,transfer_timing
Can you tell me why my top-up was canceled?,top_up_reverted
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,balance_not_updated_after_bank_transfer
My bank transfer is still not showing up in my account.,balance_not_updated_after_bank_transfer
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,top_up_failed
How do I get a refund for an item I bought?,request_refund
They is a payment I don't recognize on my statement.,card_payment_not_recognised
I was charged more when I transferred!,transfer_fee_charged
What is the verification process used for?,verify_top_up
are there any exchange fees,exchange_charge
What are the steps for my friend to send me money?,receiving_money
I was overcharged an additional pound.,extra_charge_on_statement
How long will it take to receive a virtual card?,getting_virtual_card
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,cash_withdrawal_charge
"My card got trapped inside an ATM, what should I do?",card_swallowed
How long does transfers take?,balance_not_updated_after_bank_transfer
Where has my available money come from?,verify_source_of_funds
Why isn't my top up showing?  Was the money reversed?,top_up_reverted
I want to revert this mornings transaction.,cancel_transfer
There is a record of payment I never submitted on the app.,card_payment_not_recognised
When can I expect to receive my card?,card_delivery_estimate
Google Pay isn't working. What is wrong?,apple_pay_or_google_pay
Can I change my in at all ATM's?,change_pin
Do i have to top-up with my credit card before I can transfer?,topping_up_by_card
"My top-up failed, WHY?",top_up_failed
"I already paid to top-up but the funds aren't available yet, where are they?",pending_top_up
I don't want to use this method to identify myself.,why_verify_identity
passcode retrieval,passcode_forgotten
Can I pick between Visa and Mastercard?,visa_or_mastercard
Why isn't my card working?,card_not_working
I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,contactless_not_working
How long does it take for cash withdrawals to hit my account?,pending_cash_withdrawal
I think the atm ate my card.,card_swallowed
I was charged multiple times for one purchase,transaction_charged_twice
My payment was cancelled,reverted_card_payment?
I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement
"i have been trying to add money with apple pay but it wont work, why?",apple_pay_or_google_pay
I believe my credit card was stolen.,lost_or_stolen_card
Why hasn't my refund been appiled to my account?,Refund_not_showing_up
Why does it say pending cash withdrawal on my statement?,pending_cash_withdrawal
What are my payment options?,supported_cards_and_currencies
Tell me why my transfer is declined.,declined_transfer
What does a 'pending payment' mean?,pending_card_payment
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,card_payment_wrong_exchange_rate
"I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card.",card_linking
what are the steps to activate my card?,activate_my_card
"I need to transfer something from China, How long will it take?",transfer_timing
I need to cancel a purchase that I made the other day.,request_refund
I used my card and there was a fee,card_payment_fee_charged
Help!  There is a cash withdrawl on the account that I didn't make!,cash_withdrawal_not_recognised
Please tell me the types of currency I can hold.,fiat_currency_support
Do you accept any card and currency?,supported_cards_and_currencies
How do I switch to a different currency?,exchange_via_app
Can you please assist me in completing a transfer? I'm trying and I keep getting an error. I'm trying to purchase a flat and pay the initial mortgage payment. All I keep getting is an error. Can you find out what's happening here?,failed_transfer
ATM still has my card,card_swallowed
Why am I not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed
What do I do?  My card is broken.,card_not_working
How do I make a currency exchange?,exchange_via_app
I prefer to get a Mastercard.,visa_or_mastercard
What do I do if I forget my passcode?  Because I did.,passcode_forgotten
There is a payment I don't recognize,card_payment_not_recognised
I could not do a transfer because it was declined,declined_transfer
I am unable to prove my identity,unable_to_verify_identity
I need two cards. Is this possible?,getting_spare_card
What do I use to verify my identity?,verify_my_identity
How do I get a physical card?,order_physical_card
I made a transfer but my balance hasn't been updated,balance_not_updated_after_bank_transfer
"My top up hasn't gone through yet, why?",pending_top_up
I can't find my refund. Please help.,Refund_not_showing_up
I have no idea why there is a dollar that has been charged to my account.,extra_charge_on_statement
Why am I being charged a fee for transferring money?,transfer_fee_charged
"I haven't received my transfer funds yet, where are they?",pending_transfer
I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal
I got my American Express in Apple Bay but top up is not working,apple_pay_or_google_pay
i put money on my card and i dont see it on the balance,pending_top_up
help me find the top-up card's verification code?,verify_top_up
Is there anything I need to do since my phone was stolen?,lost_or_stolen_phone
Did you deactivate my card it's not working anymore,card_not_working
"found card, how to put it back in app",card_linking
I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank?,cash_withdrawal_not_recognised
Where do I find the top-up verification code?,verify_top_up
How do I report a cash withdrawal that wasn't me?,cash_withdrawal_not_recognised
Why on earth do you need so much personal id info from me?,why_verify_identity
Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient
"I cannot remember my passcode, is there a way to retrieve it?",passcode_forgotten
I'm trying to use a cheque to top up,top_up_by_cash_or_cheque
What is the youngest age for an account?,age_limit
"If I started the Bank transfer from Europe, how long will the process take to complete?",transfer_timing
"I will need to exchange currencies frequently, will I be able to get a discount?",exchange_charge
Can I change my PIN remotely?,change_pin
How are the exchange rates determined?,exchange_rate
I don't know what to do. Should I transfer funds. My account is out of money.,transfer_into_account
Why haven't I gotten a virtual card yet?,getting_virtual_card
Is it possible to dispute a debit payment from a couple of months ago.,direct_debit_payment_not_recognised
I only have a card from the US is that okay?,supported_cards_and_currencies
why did my payment revert,reverted_card_payment?
Can I get a Visa card?,visa_or_mastercard
"I see my top-up was canceled, but why?",top_up_reverted
I tried my PIN too many times and now my card won't work!,pin_blocked
I would like to get an account for my child.,age_limit
Can you assist me in acquiring a virtual card?,getting_virtual_card
I checked my statement and am being charged one pound. Where did this charge come from?,extra_charge_on_statement
Are there any restrictions on where I use this card?,card_acceptance
I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got.,request_refund
Could I open an account for children?,age_limit
I was needing you to see if the exchange rate is correct from when i got cash,wrong_exchange_rate_for_cash_withdrawal
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,transfer_fee_charged
"In the app, where do I find my card PIN?",get_physical_card
What are the steps I need to take to verify my identity?,verify_my_identity
"I tried using a foreign currency at an ATM, but the ATM provided me an incorrect rate. Why is that?",wrong_exchange_rate_for_cash_withdrawal
I made an error in payment yesterday and I need it fixed asap because it's for my rent tomorrow.,cancel_transfer
I have a fee and I don't know why,card_payment_fee_charged
How do I verify the source of my funds?,verify_source_of_funds
Is the cash withdrawal going to show?,pending_cash_withdrawal
I am seeing in the App a some cash withdrawal that does not belong to me,cash_withdrawal_not_recognised
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_about_to_expire
Today I used my card at a restaurant and it was declined. Why?,card_not_working
I took out cash abroad and the exchange rate isn't correct.,wrong_exchange_rate_for_cash_withdrawal
"In receiving cash, the wrong exchange rate was used for my transaction.",wrong_exchange_rate_for_cash_withdrawal
"I transferred the rent payment for my new place a couple days ago but the landlord says it's not there yet, despite showing up as done on my side. I checked the account number I sent it to and it's definitely correct. Can you please verify if the transaction really went through or not?",transfer_not_received_by_recipient
How do i secure a top-up card?,verify_top_up
Hello. How do i go about getting a refund of an item i bought ? I want to cancel the payment since i have not received the item yet.,request_refund
Transfer declined.,declined_transfer
Where can I go to modify my detail?,edit_personal_details
There is a Direct Debit that I don't recognize.,direct_debit_payment_not_recognised
What's the procedure with currency exchange?,exchange_via_app
How long before I can see that my cash withdrawal has taken place?,pending_cash_withdrawal
Can you tell me where to find top up by cash deposit?,top_up_by_cash_or_cheque
Do I need to choose GBP to get my salary deposited properly?,receiving_money
Can I have a auto top-up when my account is short?,automatic_top_up
"I can't find my card, it is lost.",lost_or_stolen_card
Is it possible to get a disposable virtual card as well?,get_disposable_virtual_card
As for limits are top ups included?,top_up_limits
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient
Do you have any options to top up with a cheque on my account?,top_up_by_cash_or_cheque
What is this $1 charge on my account?,extra_charge_on_statement
"For a week now, I have tried to use my card and it is still not working.",card_not_working
"If my PIN number is rejected, how do I solve it?",pin_blocked
How would I change my details?,edit_personal_details
Why do you need so much information about me,why_verify_identity
What are Interbanks current exchange rates?,exchange_rate
What is the daily limit on my card?,top_up_limits
My top up is pending still,pending_top_up
My card needs to be activated.,activate_my_card
What currencies will this app exchange?,exchange_via_app
I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,top_up_failed
Why was I blocked from withdrawing from the ATM?,declined_cash_withdrawal
I will be traveling.  Can I add money automatically?,automatic_top_up
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient
I have been charged an extra fee when buying from your store. Why is this?,card_payment_fee_charged
"I tried topping up using my card, but the money is gone?",topping_up_by_card
what countries can i use my card in,country_support
Can I use a transfer to receive my transfer?,receiving_money
When should I receive my virtual card?,getting_virtual_card
"I need a new card, my old card is expiring.",card_about_to_expire
Which countries do you currently support?,country_support
I would like to know if I can top up with Google Pay.,apple_pay_or_google_pay
Can you explain the transfer fee that I was charged?,transfer_fee_charged
What do I do now my credit card has been swallowed by the ATM?,card_swallowed
"Card payment is still pending, why is that the case?",pending_card_payment
I hope to get a Visa card,visa_or_mastercard
what cards can i use to add money to my account,supported_cards_and_currencies
Are there any charges for topping up a US-issued card?,top_up_by_card_charge
Visa or Mastercard?,visa_or_mastercard
Are there limits to top-ups?,top_up_limits
"I would like to activate my card to use now, can you help me?",activate_my_card
How do I get my top-up verification code?,verify_top_up
where do i go to transfer money from one account to this one,transfer_into_account
reason i need to verify top up,verify_top_up
What do I need to do to activate my card?,activate_my_card
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",failed_transfer
Can you explain the transfer fee to me?,transfer_fee_charged
Why hasn't my cash arrived from a deposited check?,balance_not_updated_after_cheque_or_cash_deposit
Why was the price higher when I paid with my card?,card_payment_fee_charged
How can I find the nearest ATM?,atm_support
Where can I exchange my money for EUR?,fiat_currency_support
Can I use my account although my identity verification has yet to pass?,why_verify_identity
I would like a refund for something I bought,request_refund
I need help proving that this is really me and to verify my identity.,unable_to_verify_identity
I used my card to get cash then I was charged a fee that I shouldn't have been charged.,cash_withdrawal_charge
"I need AUD not GBP, how do I change it?",exchange_via_app
"I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed.",direct_debit_payment_not_recognised
What are the available cards?,visa_or_mastercard
I haven't received the PIN yet.,get_physical_card
Can I check to see where the funds came from?,verify_source_of_funds
I need to close my account as soon as possible.,terminate_account
I tried to used my card in a shop and the transaction was declined.,declined_card_payment
Why am I not allowed to verify my id?,unable_to_verify_identity
Where is my PIN?,get_physical_card
I would like a refund on one of your products that has been sold to me,request_refund
Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient
Do you offer multiple cards for the same account?,getting_spare_card
I am still waiting for a refund,Refund_not_showing_up
"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge
"My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money!",cash_withdrawal_not_recognised
I have to quickly transfer something to China. How long will it take to arrive there?,transfer_timing
Tell me how to reset the passcode.,passcode_forgotten
I can't find out how to top-up my account using cash.,top_up_by_cash_or_cheque
Someone I don't know has used my card without permission.,compromised_card
How do I return something for a full refund?,request_refund
"Salary in GBP has been received, does it need to be configured elsewhere?",receiving_money
Where can I have a new bank card sent to China?,card_about_to_expire
Will you help me unblock my pin after putting in the wrong pin too many times?,pin_blocked
I am still waiting for my card.,card_arrival
cash deposit to my account has shown a red flag.,balance_not_updated_after_cheque_or_cash_deposit
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",Refund_not_showing_up
My card has not come in the mail yet.,card_arrival
I moved to a new city and need to change my address,edit_personal_details
"Hey, my card was declined at an ATM in the city centre theatre. My account says the transaction is pending, though. I didn't get the money, though, so what does that mean?",pending_cash_withdrawal
What is this withdrawal as I do not remember making it.,cash_withdrawal_not_recognised
